bufferType,rngType,function,bufferSize,prodConsCount,putTakeChunk,meanTime
TWOCOND,SECURERANDOM,take,100,10,28,40881.0
TWOCOND,SECURERANDOM,take,100,10,29,42914.0
TWOCOND,SECURERANDOM,take,100,10,30,44053.0
TWOCOND,SECURERANDOM,take,100,10,31,45210.0
TWOCOND,SECURERANDOM,take,100,10,32,47232.0
TWOCOND,SECURERANDOM,take,100,10,33,48484.0
TWOCOND,SECURERANDOM,take,100,10,34,51374.0
TWOCOND,SECURERANDOM,take,100,10,35,52672.0
TWOCOND,SECURERANDOM,take,100,10,36,53974.0
TWOCOND,SECURERANDOM,take,100,10,37,57113.0
TWOCOND,SECURERANDOM,take,100,10,38,57538.0
TWOCOND,SECURERANDOM,take,100,10,39,58946.0
TWOCOND,SECURERANDOM,take,100,10,40,60933.0
TWOCOND,SECURERANDOM,take,100,10,41,63995.0
TWOCOND,SECURERANDOM,take,100,10,42,65068.0
TWOCOND,SECURERANDOM,take,100,10,43,66461.0
TWOCOND,SECURERANDOM,take,100,10,44,68615.0
TWOCOND,SECURERANDOM,take,100,10,45,69455.0
TWOCOND,SECURERANDOM,take,100,10,46,72312.0
TWOCOND,SECURERANDOM,take,100,10,47,74252.0
TWOCOND,SECURERANDOM,take,100,10,48,77254.0
TWOCOND,SECURERANDOM,take,100,10,49,78499.0
TWOCOND,SECURERANDOM,take,100,10,50,81278.0
TWOCOND,SECURERANDOM,take,100,10,51,82534.0
TWOCOND,SECURERANDOM,take,100,10,52,84060.0
TWOCOND,SECURERANDOM,take,100,10,53,88552.0
TWOCOND,SECURERANDOM,take,100,10,54,88499.0
TWOCOND,SECURERANDOM,take,100,10,55,90149.0
TWOCOND,SECURERANDOM,take,100,10,56,92106.0
TWOCOND,SECURERANDOM,take,100,10,57,95222.0
TWOCOND,SECURERANDOM,take,100,10,58,96029.0
TWOCOND,SECURERANDOM,take,100,10,59,98798.0
TWOCOND,SECURERANDOM,take,100,10,60,103461.0
TWOCOND,SECURERANDOM,take,100,10,61,103392.0
TWOCOND,SECURERANDOM,take,100,10,62,106128.0
TWOCOND,SECURERANDOM,take,100,10,63,107433.0
TWOCOND,SECURERANDOM,take,100,10,64,109867.0
TWOCOND,SECURERANDOM,take,100,10,65,113100.0
TWOCOND,SECURERANDOM,take,100,10,66,115800.0
TWOCOND,SECURERANDOM,take,100,10,67,114752.0
TWOCOND,SECURERANDOM,take,100,10,68,118445.0
TWOCOND,SECURERANDOM,take,100,10,69,121426.0
TWOCOND,SECURERANDOM,take,100,10,70,122534.0
TWOCOND,SECURERANDOM,take,100,10,71,123766.0
TWOCOND,SECURERANDOM,take,100,10,72,128072.0
TWOCOND,SECURERANDOM,take,100,10,73,130387.0
TWOCOND,SECURERANDOM,take,100,10,74,132393.0
TWOCOND,SECURERANDOM,take,100,10,75,131244.0
TWOCOND,SECURERANDOM,take,100,10,76,136778.0
TWOCOND,SECURERANDOM,take,100,10,77,138882.0
TWOCOND,SECURERANDOM,take,100,10,78,139855.0
TWOCOND,SECURERANDOM,take,100,10,79,142062.0
TWOCOND,SECURERANDOM,take,100,10,80,145076.0
TWOCOND,SECURERANDOM,take,100,10,81,145653.0
TWOCOND,SECURERANDOM,take,100,10,82,148752.0
TWOCOND,SECURERANDOM,take,100,10,83,150988.0
TWOCOND,SECURERANDOM,take,100,10,84,153724.0
TWOCOND,SECURERANDOM,take,100,10,85,153154.0
TWOCOND,SECURERANDOM,take,100,10,86,159261.0
TWOCOND,SECURERANDOM,take,100,10,87,158533.0
TWOCOND,SECURERANDOM,take,100,10,88,161554.0
TWOCOND,SECURERANDOM,take,100,10,89,162942.0
TWOCOND,SECURERANDOM,take,100,10,90,164316.0
TWOCOND,SECURERANDOM,take,100,10,91,165359.0
TWOCOND,SECURERANDOM,take,100,10,92,168326.0
TWOCOND,SECURERANDOM,take,100,10,93,171142.0
TWOCOND,SECURERANDOM,take,100,10,94,174569.0
TWOCOND,SECURERANDOM,take,100,10,95,173164.0
TWOCOND,SECURERANDOM,take,100,10,96,175595.0
TWOCOND,SECURERANDOM,take,100,10,97,176432.0
TWOCOND,SECURERANDOM,take,100,10,98,179560.0
TWOCOND,SECURERANDOM,take,100,10,99,181260.0
TWOCOND,SECURERANDOM,put,100,10,1,2791.0
TWOCOND,SECURERANDOM,put,100,10,2,3983.0
TWOCOND,SECURERANDOM,put,100,10,3,5252.0
TWOCOND,SECURERANDOM,put,100,10,4,6550.0
TWOCOND,SECURERANDOM,put,100,10,5,7670.0
TWOCOND,SECURERANDOM,put,100,10,6,9169.0
TWOCOND,SECURERANDOM,put,100,10,7,10053.0
TWOCOND,SECURERANDOM,put,100,10,8,11397.0
TWOCOND,SECURERANDOM,put,100,10,9,12897.0
TWOCOND,SECURERANDOM,put,100,10,10,13651.0
TWOCOND,SECURERANDOM,put,100,10,11,15289.0
TWOCOND,SECURERANDOM,put,100,10,12,16786.0
TWOCOND,SECURERANDOM,put,100,10,13,18014.0
TWOCOND,SECURERANDOM,put,100,10,14,19205.0
TWOCOND,SECURERANDOM,put,100,10,15,21936.0
TWOCOND,SECURERANDOM,put,100,10,16,22431.0
TWOCOND,SECURERANDOM,put,100,10,17,23360.0
TWOCOND,SECURERANDOM,put,100,10,18,25348.0
TWOCOND,SECURERANDOM,put,100,10,19,26919.0
TWOCOND,SECURERANDOM,put,100,10,20,28063.0
TWOCOND,SECURERANDOM,put,100,10,21,28934.0
TWOCOND,SECURERANDOM,put,100,10,22,31758.0
TWOCOND,SECURERANDOM,put,100,10,23,32698.0
TWOCOND,SECURERANDOM,put,100,10,24,34037.0
TWOCOND,SECURERANDOM,put,100,10,25,35059.0
TWOCOND,SECURERANDOM,put,100,10,26,37579.0
TWOCOND,SECURERANDOM,put,100,10,27,38199.0
TWOCOND,SECURERANDOM,put,100,10,28,40763.0
TWOCOND,SECURERANDOM,put,100,10,29,42499.0
TWOCOND,SECURERANDOM,put,100,10,30,43310.0
TWOCOND,SECURERANDOM,put,100,10,31,45253.0
TWOCOND,SECURERANDOM,put,100,10,32,47151.0
TWOCOND,SECURERANDOM,put,100,10,33,48794.0
TWOCOND,SECURERANDOM,put,100,10,34,50156.0
