bufferType,rngType,function,bufferSize,prodConsCount,putTakeChunk,meanTime
TWOCOND,SECURERANDOM,put,100,10,14,19726.0
TWOCOND,SECURERANDOM,put,100,10,15,20975.0
TWOCOND,SECURERANDOM,put,100,10,16,23227.0
TWOCOND,SECURERANDOM,put,100,10,17,23840.0
TWOCOND,SECURERANDOM,put,100,10,18,26007.0
TWOCOND,SECURERANDOM,put,100,10,19,27517.0
TWOCOND,SECURERANDOM,put,100,10,20,30206.0
TWOCOND,SECURERANDOM,put,100,10,21,30186.0
TWOCOND,SECURERANDOM,put,100,10,22,32650.0
TWOCOND,SECURERANDOM,put,100,10,23,33313.0
TWOCOND,SECURERANDOM,put,100,10,24,35039.0
TWOCOND,SECURERANDOM,put,100,10,25,37196.0
TWOCOND,SECURERANDOM,put,100,10,26,38026.0
TWOCOND,SECURERANDOM,put,100,10,27,40158.0
TWOCOND,SECURERANDOM,put,100,10,28,41553.0
TWOCOND,SECURERANDOM,put,100,10,29,42961.0
TWOCOND,SECURERANDOM,put,100,10,30,45798.0
TWOCOND,SECURERANDOM,put,100,10,31,47176.0
TWOCOND,SECURERANDOM,put,100,10,32,48956.0
TWOCOND,SECURERANDOM,put,100,10,33,50646.0
TWOCOND,SECURERANDOM,put,100,10,34,52944.0
TWOCOND,SECURERANDOM,put,100,10,35,55188.0
TWOCOND,SECURERANDOM,put,100,10,36,56544.0
TWOCOND,SECURERANDOM,put,100,10,37,57939.0
TWOCOND,SECURERANDOM,put,100,10,38,61524.0
TWOCOND,SECURERANDOM,put,100,10,39,63015.0
TWOCOND,SECURERANDOM,put,100,10,40,64814.0
TWOCOND,SECURERANDOM,put,100,10,41,66668.0
TWOCOND,SECURERANDOM,put,100,10,42,67762.0
TWOCOND,SECURERANDOM,put,100,10,43,69733.0
TWOCOND,SECURERANDOM,put,100,10,44,72393.0
TWOCOND,SECURERANDOM,put,100,10,45,73698.0
TWOCOND,SECURERANDOM,put,100,10,46,76153.0
TWOCOND,SECURERANDOM,put,100,10,47,79586.0
TWOCOND,SECURERANDOM,put,100,10,48,79944.0
TWOCOND,SECURERANDOM,put,100,10,49,82253.0
TWOCOND,SECURERANDOM,put,100,10,50,83926.0
TWOCOND,SECURERANDOM,put,100,10,51,87307.0
TWOCOND,SECURERANDOM,put,100,10,52,89798.0
TWOCOND,SECURERANDOM,put,100,10,53,91452.0
TWOCOND,SECURERANDOM,put,100,10,54,94838.0
TWOCOND,SECURERANDOM,put,100,10,55,96779.0
TWOCOND,SECURERANDOM,put,100,10,56,97754.0
TWOCOND,SECURERANDOM,put,100,10,57,100180.0
TWOCOND,SECURERANDOM,put,100,10,58,102751.0
TWOCOND,SECURERANDOM,put,100,10,59,104503.0
TWOCOND,SECURERANDOM,put,100,10,60,106064.0
TWOCOND,SECURERANDOM,put,100,10,61,108568.0
TWOCOND,SECURERANDOM,put,100,10,62,113239.0
TWOCOND,SECURERANDOM,put,100,10,63,114172.0
TWOCOND,SECURERANDOM,put,100,10,64,117230.0
TWOCOND,SECURERANDOM,put,100,10,65,119094.0
TWOCOND,SECURERANDOM,put,100,10,66,120680.0
TWOCOND,SECURERANDOM,put,100,10,67,122048.0
TWOCOND,SECURERANDOM,put,100,10,68,124767.0
TWOCOND,SECURERANDOM,put,100,10,69,126046.0
TWOCOND,SECURERANDOM,put,100,10,70,129632.0
TWOCOND,SECURERANDOM,put,100,10,71,132178.0
TWOCOND,SECURERANDOM,put,100,10,72,135877.0
TWOCOND,SECURERANDOM,put,100,10,73,137100.0
TWOCOND,SECURERANDOM,put,100,10,74,139432.0
